,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
639,Raul Garcia,87,ATBI,Midfielder,26,7,1,0,0,7,0,4,4,13,0,0,0,0,0,R,Raul,Garcia
640,Pablo Sarabia,87,SEVI,Midfielder,22,5,5,0,0,3,0,7,6,9,0,0,0,0,0,P,Pablo,Sarabia
641,Jorge Molina,86,,Forward,27,7,2,0,0,8,0,3,3,10,0,2,0,0,0,J,Jorge,Molina
642,Lucas,86,RCDC,Forward,25,5,4,0,0,2,0,3,3,3,0,1,0,0,0,L,Lucas,Lucas
643,Damian Suarez,85,,Defender,28,0,3,10,0,12,0,0,0,1,0,0,26,8,0,D,Damian,Suarez
644,Isco,83,MADR,Midfielder,18,5,5,0,0,1,0,11,8,13,0,0,0,0,0,I,Isco,Isco
645,Dakonam Djene,82,,Defender,29,1,0,9,0,8,0,0,0,1,0,0,29,9,0,D,Dakonam,Djene
646,Joan Jordan,81,,Midfielder,22,5,3,0,0,1,0,8,6,4,0,1,0,0,0,J,Joan,Jordan
647,Jose Gaya,81,VALA,Defender,28,0,3,8,1,9,0,2,0,3,0,0,28,9,0,J,Jose,Gaya
648,Francisco Portillo,81,,Defender,22,2,3,6,2,5,0,8,5,11,0,1,27,8,0,F,Francisco,Portillo
649,Enes Unal,81,VIAL,Forward,17,6,3,0,0,1,0,11,9,5,0,0,0,0,0,E,Enes,Unal
650,Joaquin,81,BETI,Midfielder,24,4,5,0,0,6,0,4,4,9,0,0,0,0,0,J,Joaquin,Joaquin
651,Samuel Umtiti,80,BARC,Defender,21,0,0,11,1,7,0,3,1,1,0,0,12,2,0,S,Samuel,Umtiti
652,Aritz Aduriz,80,ATBI,Forward,18,8,1,0,0,5,0,12,10,6,0,2,0,0,0,A,Aritz,Aduriz
653,Javier Eraso,80,,Midfielder,27,4,3,0,0,4,0,3,1,9,0,0,0,0,0,J,Javier,Eraso
654,Marco Asensio,79,MADR,Midfielder,16,6,3,0,0,2,0,12,10,5,0,0,0,0,0,M,Marco,Asensio
655,Toni Kroos,79,MADR,Midfielder,22,4,6,0,0,3,0,1,0,7,0,0,0,0,0,T,Toni,Kroos
656,Lucas Vazquez,79,MADR,Midfielder,13,4,7,0,0,2,0,18,14,3,0,0,0,0,0,L,Lucas,Vazquez
657,Jorge Koke,79,,Midfielder,27,3,4,0,0,3,0,1,1,5,0,0,0,0,0,J,Jorge,Koke
658,Borja Garcia,79,,Midfielder,29,2,4,0,0,2,0,2,1,16,0,0,0,0,0,B,Borja,Garcia
659,Stefan Savic,79,,Defender,19,0,0,11,1,5,0,5,1,1,0,0,9,1,0,S,Stefan,Savic
660,Fernando Pacheco,78,DEAL,Goalkeeper,31,0,0,9,0,2,0,0,0,0,1,0,45,23,0,F,Fernando,Pacheco
661,Filipe Luis,78,,Defender,16,1,2,9,1,3,0,4,1,2,0,0,8,1,0,F,Filipe,Luis
662,Gabriel,77,,Midfielder,25,5,2,0,0,5,0,2,1,10,0,0,0,0,0,G,Gabriel,Gabriel
663,Takashi Inui,77,,Midfielder,27,4,1,0,0,3,0,3,3,10,0,0,0,0,0,T,Takashi,Inui
664,Xabier Prieto,77,RESO,Midfielder,24,3,5,0,0,1,0,0,0,13,0,0,0,0,0,X,Xabier,Prieto
665,Joseba Zaldua,76,,Defender,25,1,0,10,2,8,0,4,0,3,0,0,28,15,0,J,Joseba,Zaldua
666,Marcelo,76,MADR,Defender,22,2,5,5,1,2,1,2,2,4,0,0,30,12,0,M,Marcelo,Marcelo
667,Alfonso Pedraza,76,DEAL,Midfielder,24,3,4,0,0,4,0,7,5,6,0,0,0,0,0,A,Alfonso,Pedraza
668,Charles,75,,Forward,17,7,1,0,0,4,1,11,10,9,0,0,0,0,0,C,Charles,Charles
669,Juanmi,75,RESO,Forward,16,6,2,0,0,2,0,15,9,13,0,0,0,0,0,J,Juanmi,Juanmi
670,Kike,74,,Forward,23,5,0,0,0,3,0,7,6,9,0,0,0,0,0,K,Kike,Kike
671,Andres Guardado,74,BETI,Forward,22,2,7,0,0,4,0,3,3,4,0,0,0,0,0,A,Andres,Guardado
672,Geoffrey Kondogbia,74,VALA,Midfielder,26,4,4,0,0,10,0,0,0,4,0,0,0,0,0,G,Geoffrey,Kondogbia
673,Aaron Caricol,74,RCDE,Defender,29,0,0,9,0,6,0,1,0,0,0,0,34,14,0,A,Aaron,Caricol
674,Clement Lenglet,74,SEVI,Defender,27,3,1,8,2,8,0,3,2,2,0,0,47,28,0,C,Clement,Lenglet
675,Jose Maria Gimenez,74,,Defender,15,1,1,7,5,4,0,10,5,0,0,0,11,3,0,J,Jose,Gimenez
676,Luis Muriel,73,SEVI,Forward,15,7,1,0,0,4,0,14,9,6,0,0,0,0,0,L,Luis,Muriel
677,Hugo Mallo,73,RCCV,Defender,28,0,5,7,0,9,0,0,0,4,0,0,38,17,0,H,Hugo,Mallo
678,Fabian,73,BETI,Midfielder,23,2,5,0,0,2,0,6,4,6,0,0,0,0,0,F,Fabian,Fabian
679,Wissam Ben Yedder,72,SEVI,Forward,16,6,2,0,0,1,0,15,5,4,0,0,0,0,0,W,Wissam,Yedder
680,Gabriel Paulista,72,VALA,Defender,25,0,0,8,0,5,0,3,1,0,0,0,24,6,0,G,Gabriel,Paulista
681,Ivan Rakitic,72,BARC,Midfielder,27,1,4,0,0,2,0,4,3,6,0,0,0,0,0,I,Ivan,Rakitic
682,Antonio Adan,71,BETI,Goalkeeper,30,0,2,9,0,4,0,0,0,0,1,0,53,32,0,A,Antonio,Adan
683,Franco Vasquez,71,SEVI,Midfielder,18,4,5,0,0,6,0,10,6,12,0,0,0,0,0,F,Franco,Vasquez
684,Jose Angel,71,,Defender,23,0,7,4,2,3,0,6,2,7,0,0,34,15,0,J,Jose,Angel
685,Victor Ruiz,71,VIAL,Defender,21,1,2,8,0,8,0,7,0,0,0,0,19,6,0,V,Victor,Ruiz
686,Alex Granell,71,,Midfielder,27,1,7,0,0,10,0,2,1,7,0,0,0,0,0,A,Alex,Granell
687,Amath Ndiaye Diedhiou,71,,Forward,29,2,3,0,0,7,0,1,1,20,0,0,0,0,0,A,Amath,Diedhiou
688,Casemiro,70,MADR,Midfielder,24,4,3,0,0,7,0,4,0,5,0,0,0,0,0,C,Casemiro,Casemiro
689,Cedric Bakambu,70,VIAL,Forward,15,9,0,0,0,5,0,0,0,6,0,0,0,0,0,C,Cedric,Bakambu
690,Saul Niguez,70,,Midfielder,30,2,3,0,0,9,0,0,0,2,0,0,0,0,0,S,Saul,Niguez
691,Keylor Navas,69,MADR,Goalkeeper,23,0,0,6,0,1,0,1,0,0,2,0,27,10,0,K,Keylor,Navas
692,Florin Andone,69,RCDC,Forward,16,6,2,0,0,7,0,13,10,6,0,1,0,0,0,F,Florin,Andone
693,Sergio Roberto,69,BARC,Midfielder,22,1,6,0,0,3,0,5,5,5,0,0,0,0,0,S,Sergio,Roberto
694,Sime Vrsaljko,69,,Defender,15,0,3,9,1,7,0,5,1,3,0,0,8,2,0,S,Sime,Vrsaljko
695,Marko Dmitrovic,68,,Goalkeeper,31,0,0,8,0,1,0,0,0,0,0,0,45,22,1,M,Marko,Dmitrovic
696,Jonathan Viera,68,LASP,Midfielder,23,4,3,0,0,3,0,0,0,1,0,2,0,0,0,J,Jonathan,Viera
697,Unai Nunez,68,ATBI,Defender,27,1,0,8,0,10,0,1,0,1,0,0,32,13,0,U,Unai,Nunez
698,Markel Susaeta,68,ATBI,Midfielder,24,2,2,0,0,1,0,7,5,13,0,0,0,0,0,M,Markel,Susaeta
699,Raphael Varane,68,MADR,Defender,24,0,1,7,0,2,0,2,0,2,0,0,26,9,0,R,Raphael,Varane
700,Sergio Ramos,68,MADR,Defender,21,3,1,5,1,7,0,0,0,1,0,0,22,7,0,S,Sergio,Ramos
701,Pau Lopez,67,RCDE,Goalkeeper,23,0,0,7,0,2,0,8,1,0,1,0,28,11,0,P,Pau,Lopez
702,Jonny,67,RCCV,Defender,30,1,1,6,1,9,0,0,0,1,0,0,41,18,0,J,Jonny,Jonny
703,Cristian Tello,67,BETI,Forward,14,4,3,0,0,2,0,14,12,6,0,0,0,0,0,C,Cristian,Tello
704,Alvaro Odriozola,67,RESO,Defender,28,0,4,6,1,3,0,1,1,1,0,0,47,25,0,A,Alvaro,Odriozola
705,Martin Montoya,66,VALA,Defender,21,0,3,7,0,7,0,8,1,1,0,0,22,7,0,M,Martin,Montoya
706,Ivi,66,,Forward,16,4,2,0,0,3,0,13,11,7,0,0,0,0,0,I,Ivi,Ivi
707,Sergio Canales,66,RESO,Midfielder,13,3,4,0,0,2,0,17,15,9,0,0,0,0,0,S,Sergio,Canales
708,Kepa Arrizabalaga,65,ATBI,Goalkeeper,23,0,0,6,0,3,0,1,0,0,2,0,29,12,0,K,Kepa,Arrizabalaga
709,Vitorino Antunes,65,,Defender,27,0,2,7,0,12,0,2,0,0,0,1,29,9,0,V,Vitorino,Antunes
710,Diego Rico,65,,Defender,20,1,2,8,0,5,0,7,0,1,0,0,25,13,0,D,Diego,Rico
711,Chori Castro,64,MALA,Midfielder,23,4,1,0,0,5,0,2,0,13,0,0,0,0,0,C,Chori,Castro
712,Kevin Gameiro,64,,Forward,8,6,2,0,0,0,0,22,12,8,0,0,0,0,0,K,Kevin,Gameiro
713,Roberto Gago,64,MALA,Goalkeeper,30,0,0,5,0,0,0,0,0,0,1,0,46,21,0,R,Roberto,Gago
714,Bernardo Espinosa,64,,Defender,27,0,2,8,2,7,0,2,2,1,0,0,46,27,0,B,Bernardo,Espinosa
715,Sergi Gomez,64,RCCV,Defender,24,2,0,4,2,2,0,5,2,3,0,0,34,14,0,S,Sergi,Gomez
716,Anaitz Arbilla,63,,Defender,25,2,1,6,1,7,0,2,1,0,0,0,36,17,1,A,Anaitz,Arbilla
717,Nolito,63,SEVI,Forward,13,3,5,0,0,4,0,13,11,8,0,0,0,0,0,N,Nolito,Nolito
718,Nacho,62,MADR,Defender,18,3,0,5,2,6,0,11,5,1,0,0,25,9,1,N,Nacho,Nacho
719,Sergio Rico,62,SEVI,Goalkeeper,23,0,0,9,0,2,0,8,1,0,1,0,39,24,0,S,Sergio,Rico
720,Aissa Mandi,62,BETI,Defender,28,1,0,10,0,8,1,1,0,0,0,0,46,28,0,A,Aissa,Mandi
721,Thomas,62,,Midfielder,23,3,0,0,0,5,0,6,6,9,0,0,0,0,0,T,Thomas,Thomas
722,Manu Trigueros,62,VIAL,Forward,26,2,3,0,0,9,0,2,2,10,0,1,0,0,0,M,Manu,Trigueros
723,Celso Borges,62,RCDC,Midfielder,21,3,1,0,0,4,0,8,6,7,0,0,0,0,0,C,Celso,Borges
724,Alvaro Gonzalez,61,VIAL,Defender,26,0,2,7,1,13,0,1,1,1,0,0,34,15,0,A,Alvaro,Gonzalez
725,Samu Castillejo,61,VIAL,Midfielder,19,2,4,0,0,2,0,5,3,14,0,0,0,0,0,S,Samu,Castillejo
726,Jaume Costa,61,VIAL,Defender,26,0,0,7,2,12,0,1,0,3,0,0,28,11,0,J,Jaume,Costa
727,Cala,61,,Defender,20,2,2,5,0,9,0,2,0,0,0,0,21,6,0,C,Cala,Cala
728,Johan Mojica,61,,Defender,18,0,4,8,1,6,0,10,7,3,0,0,38,22,0,J,Johan,Mojica
729,Carlos Soler,61,VALA,Midfielder,21,1,4,0,0,3,0,5,5,14,0,0,0,0,0,C,Carlos,Soler
730,Yassine Bounou,60,,Goalkeeper,23,0,0,9,0,1,0,8,0,1,0,0,35,21,0,Y,Yassine,Bounou
731,Markel Bergara,60,,Defender,18,4,1,2,2,5,0,0,0,6,0,0,20,6,0,M,Markel,Bergara
732,Pablo Hernandez,60,RCCV,Midfielder,17,3,2,0,0,3,0,12,8,4,0,0,0,0,0,P,Pablo,Hernandez
733,Diego Rolan,60,MALA,Forward,15,5,0,0,0,0,0,7,5,2,0,0,0,0,0,D,Diego,Rolan
734,Pablo Maffeo,59,,Defender,26,0,1,9,1,7,0,4,1,6,0,0,45,28,0,P,Pablo,Maffeo
735,Roberto Rosales,58,MALA,Defender,29,1,0,5,0,7,0,1,0,2,0,0,42,18,0,R,Roberto,Rosales
736,Ruben Duarte,58,DEAL,Defender,21,0,2,8,0,8,0,2,0,2,0,0,27,14,0,R,Ruben,Duarte
737,Inigo Lekue,58,ATBI,Defender,18,0,0,4,6,3,0,13,10,1,0,0,31,13,0,I,Inigo,Lekue
738,Artiz Elustondo,58,RESO,Defender,14,3,2,6,0,1,0,14,1,1,0,0,24,15,0,A,Artiz,Elustondo
739,Pablo Piatti,57,RCDE,Forward,20,1,2,0,0,0,0,6,6,16,0,0,0,0,0,P,Pablo,Piatti
740,Sergio Escudero,57,SEVI,Defender,21,0,2,9,0,7,0,3,1,1,0,0,34,21,0,S,Sergio,Escudero
741,Mikel San Jose,57,ATBI,Defender,20,1,0,6,1,4,0,7,1,4,0,0,25,11,0,M,Mikel,Jose
742,Adnan Januzaj,57,RESO,Midfielder,13,3,3,0,0,3,0,13,10,12,0,0,0,0,0,A,Adnan,Januzaj
743,Martin Aguirregabiria,56,DEAL,Defender,15,0,3,7,0,3,0,3,0,0,0,0,16,8,0,M,Martin,Aguirregabiria
744,Luka Modric,55,MADR,Midfielder,19,1,4,0,0,3,0,7,3,8,0,0,0,0,0,L,Luka,Modric
745,David Lopez,55,RCDE,Midfielder,29,0,1,0,0,6,0,1,0,0,0,0,0,0,0,D,David,Lopez
746,Juanfran,55,RCDC,Midfielder,27,0,1,0,0,3,0,3,1,1,0,0,0,0,0,J,Juanfran,Juanfran
747,Stanislav Lobotka,55,RCCV,Midfielder,27,0,0,0,0,3,0,4,4,3,0,0,0,0,0,S,Stanislav,Lobotka
748,Sergio Asenjo,55,VIAL,Goalkeeper,17,0,0,5,0,2,0,2,0,0,2,0,19,7,0,S,Sergio,Asenjo
749,Rodri Hernandez,55,VIAL,Midfielder,28,1,0,0,0,7,0,1,1,2,0,0,0,0,0,R,Rodri,Hernandez
750,Rodrigo Ely,54,DEAL,Defender,25,1,0,7,0,9,0,1,0,1,0,0,38,20,0,R,Rodrigo,Ely
751,Gabriel Mercado,54,SEVI,Defender,19,0,1,7,3,7,0,4,1,5,0,0,25,15,0,G,Gabriel,Mercado
752,Jose Campana,54,,Midfielder,26,1,1,0,0,8,0,3,2,10,0,0,0,0,0,J,Jose,Campana
753,Sergio Busquets,54,BARC,Midfielder,23,1,3,0,0,7,0,2,1,7,0,0,0,0,0,S,Sergio,Busquets
754,Luis Hernandez,53,MALA,Defender,30,0,0,5,0,6,0,0,0,0,0,0,46,21,0,L,Luis,Hernandez
755,Sergi Darder,53,RCDE,Midfielder,26,1,0,0,0,6,0,2,2,8,0,0,0,0,0,S,Sergi,Darder
756,Antonio Barragan,53,BETI,Defender,23,0,5,5,2,7,0,5,1,5,0,0,43,26,0,A,Antonio,Barragan
757,Nelson Semedo,53,BARC,Defender,12,0,0,3,6,0,0,11,5,5,0,0,8,0,0,N,Nelson,Semedo
758,Antonio Sanabria,53,BETI,Forward,6,7,0,0,0,0,0,7,6,2,0,0,0,0,0,A,Antonio,Sanabria
759,Ever Banega,53,SEVI,Midfielder,20,2,2,0,0,6,1,6,6,3,0,0,0,0,0,E,Ever,Banega
760,Ivan Ramis,52,,Defender,14,3,0,4,1,4,0,2,1,3,0,0,16,6,0,I,Ivan,Ramis
761,Ander Capa,52,,Midfielder,23,0,1,0,0,3,0,7,6,5,0,0,0,0,0,A,Ander,Capa
762,Juanfran,52,,Defender,11,0,1,7,1,3,0,14,1,1,0,0,5,1,0,J,Juanfran,Juanfran
763,Mauro Arambarri,52,,Midfielder,26,1,1,0,0,9,0,1,1,11,0,0,0,0,0,M,Mauro,Arambarri
764,Nabil El Zhar,52,,Forward,15,2,1,0,0,1,0,11,10,7,0,0,0,0,0,N,Nabil,Zhar
765,Ryad Boudebouz,51,BETI,Midfielder,12,2,3,0,0,2,0,12,10,9,0,0,0,0,0,R,Ryad,Boudebouz
766,Andres Iniesta,51,BARC,Midfielder,20,1,1,0,0,1,0,6,4,18,0,0,0,0,0,A,Andres,Iniesta
767,Pere Pons,51,,Midfielder,26,0,2,0,0,7,0,1,0,6,0,0,0,0,0,P,Pere,Pons
768,Sergio Postigo,51,,Defender,23,1,0,5,2,6,0,3,2,3,0,0,35,17,1,S,Sergio,Postigo
769,Faycal Fajr,51,,Midfielder,20,1,2,0,0,5,0,9,5,4,0,0,0,0,0,F,Faycal,Fajr
770,Aymeric Laporte,51,ATBI,Defender,19,0,1,7,0,5,0,0,0,0,0,0,22,10,1,A,Aymeric,Laporte
771,Jose Manuel Jurado,50,RCDE,Midfielder,18,0,3,0,0,1,0,9,6,14,0,0,0,0,0,J,Jose,Jurado
772,Jonas Ramalho,50,,Defender,21,0,0,9,0,2,0,9,1,0,0,0,37,24,1,J,Jonas,Ramalho
773,Ezequiel Garay,50,VALA,Defender,18,0,0,5,2,4,0,4,1,3,0,0,19,7,0,E,Ezequiel,Garay
774,David Zurutuza,50,RESO,Midfielder,21,0,2,0,0,1,0,4,3,7,0,0,0,0,0,D,David,Zurutuza
775,Yannick Carrasco,49,,Midfielder,8,3,4,0,0,3,0,13,9,6,0,0,0,0,0,Y,Yannick,Carrasco
776,Loic Remy,49,LASP,Forward,8,5,0,0,0,2,0,11,10,1,0,0,0,0,0,L,Loic,Remy
777,Sergio Garcia,49,RCDE,Forward,10,1,4,0,0,4,0,17,16,3,0,0,0,0,0,S,Sergio,Garcia
778,Nordin Amrabat,49,,Forward,14,1,3,0,0,5,0,12,12,7,0,0,0,0,0,N,Nordin,Amrabat
779,Riza Durmisi,49,BETI,Midfielder,19,1,3,0,0,4,0,9,1,1,0,0,0,0,0,R,Riza,Durmisi
780,Jason,48,,Forward,19,1,1,0,0,0,0,4,2,10,0,0,0,0,0,J,Jason,Jason
781,Inigo Martinez,48,RESO,Defender,22,1,1,3,0,4,0,0,0,1,0,0,31,12,0,I,Inigo,Martinez
782,Aleix Vidal,48,BARC,Defender,4,1,1,0,11,0,0,16,10,4,0,0,3,0,0,A,Aleix,Vidal
783,Enis Bardhi,48,,Midfielder,12,4,1,0,0,6,0,15,7,6,0,0,0,0,0,E,Enis,Bardhi
784,Javi Garcia,47,BETI,Midfielder,21,1,0,0,0,5,0,6,5,5,0,0,0,0,0,J,Javi,Garcia
785,Mario Gasper,46,VIAL,Defender,20,0,0,5,1,5,0,4,1,0,0,0,27,12,0,M,Mario,Gasper
786,Junior Firpo,46,BETI,Defender,9,1,2,6,0,2,0,1,0,0,0,0,8,5,0,J,Junior,Firpo
787,Sergi Enrich,46,,Forward,14,3,1,0,0,2,0,5,5,6,0,0,0,0,1,S,Sergi,Enrich
788,Daniel Carvajal,46,MADR,Defender,22,0,3,4,0,10,1,1,0,0,0,0,28,10,0,D,Daniel,Carvajal
789,Diego Llorente,46,RESO,Defender,21,3,0,4,0,8,0,7,1,2,0,0,38,20,0,D,Diego,Llorente
790,Enric Saborit,46,ATBI,Defender,14,0,1,4,2,4,0,6,3,2,0,0,15,4,0,E,Enric,Saborit
791,Manu Garcia,46,DEAL,Midfielder,23,2,0,0,0,7,0,5,1,2,0,2,0,0,0,M,Manu,Garcia
792,Recio,45,MALA,Forward,21,1,2,0,0,9,0,1,1,4,0,0,0,0,0,R,Recio,Recio
793,Igor Zubeldia,45,RESO,Midfielder,15,1,2,0,0,3,0,14,7,1,0,0,0,0,0,I,Igor,Zubeldia
794,Victor Sanchez,45,RCDE,Midfielder,24,0,2,0,0,10,0,1,1,5,0,0,0,0,0,V,Victor,Sanchez
795,Gustavo Cabral,45,RCCV,Defender,16,1,1,3,3,5,0,14,6,5,0,0,30,14,0,G,Gustavo,Cabral
796,Ruben Blanco,44,RCCV,Goalkeeper,23,0,0,5,0,4,1,6,0,0,0,0,33,15,0,R,Ruben,Blanco
797,Claudio Beauvue,44,RCCV,Midfielder,15,2,0,0,0,4,0,12,8,8,0,0,0,0,0,C,Claudio,Beauvue
798,Chema,44,,Defender,21,1,0,6,1,7,1,5,0,1,0,0,30,16,1,C,Chema,Chema
799,Steven N'Zonzi,44,SEVI,Midfielder,21,0,1,0,0,2,0,3,1,2,0,0,0,0,0,S,Steven,N'Zonzi
800,Mario Hermoso,44,RCDE,Defender,19,1,0,6,0,5,0,6,0,0,0,0,25,12,2,M,Mario,Hermoso
801,Joaquin Correa,43,SEVI,Midfielder,15,2,1,0,0,5,0,13,5,11,0,0,0,0,0,J,Joaquin,Correa
802,Jeison Murillo,43,VALA,Defender,12,0,0,5,2,4,0,5,2,2,0,0,10,3,0,J,Jeison,Murillo
803,Jesus Navas,43,SEVI,Midfielder,17,1,0,0,0,2,0,8,6,4,0,0,0,0,0,J,Jesus,Navas
804,Tana,43,LASP,Midfielder,15,1,1,0,0,2,0,8,7,7,0,0,0,0,0,T,Tana,Tana
805,Oier Olazabal,43,,Goalkeeper,20,0,0,5,0,2,0,9,0,0,0,0,30,15,0,O,Oier,Olazabal
806,Federico Cartabia,42,RCDC,Midfielder,16,2,1,0,0,6,0,4,3,13,0,0,0,0,0,F,Federico,Cartabia
807,Guilherme,42,RCDC,Midfielder,26,0,0,0,0,10,0,0,0,3,0,0,0,0,0,G,Guilherme,Guilherme
808,Bruno,42,,Defender,11,0,0,6,0,4,0,18,3,0,0,0,11,3,0,B,Bruno,Bruno
809,Fernandez Gabi,42,,Midfielder,21,0,0,0,0,6,0,9,6,6,0,0,0,0,0,F,Fernandez,Gabi
810,Mikel Balenziaga,41,ATBI,Defender,14,0,2,3,2,1,0,0,0,4,0,0,17,8,0,M,Mikel,Balenziaga
811,Victor Laguardia,41,DEAL,Defender,13,2,0,5,0,2,0,1,0,0,0,0,18,10,1,V,Victor,Laguardia
812,Alexander Szymanowski,41,,Midfielder,13,2,2,0,0,1,0,0,0,4,0,0,0,0,0,A,Alexander,Szymanowski
813,Dani Garcia,41,,Midfielder,26,0,0,0,0,11,0,2,0,3,0,0,0,0,0,D,Dani,Garcia
814,Paco Alcacer,41,BARC,Forward,7,3,2,0,0,0,0,14,6,7,0,0,0,0,0,P,Paco,Alcacer
815,Simon Kjaer,41,SEVI,Defender,17,1,0,5,1,3,0,4,2,2,0,0,32,19,0,S,Simon,Kjaer
816,John Guidetti,41,RCCV,Forward,10,1,3,0,0,2,0,12,9,9,0,0,0,0,0,J,John,Guidetti
817,Tomas Pina,41,DEAL,Midfielder,23,0,0,0,0,6,0,6,1,8,0,0,0,0,0,T,Tomas,Pina
818,Adrian Gonzalez,40,MALA,Midfielder,20,1,0,0,0,4,1,5,2,3,0,0,0,0,0,A,Adrian,Gonzalez
819,Loren Moron,40,BETI,Forward,8,5,0,0,0,2,0,2,1,5,0,0,0,0,0,L,Loren,Moron
820,Alexis,40,DEAL,Defender,21,1,0,4,1,6,0,8,2,1,0,0,36,18,1,A,Alexis,Alexis
821,Geronimo Rulli,40,RESO,Goalkeeper,23,0,0,5,0,3,0,1,0,0,0,0,41,23,0,G,Geronimo,Rulli
822,Michel Macedo,40,LASP,Defender,22,0,1,4,1,4,0,4,2,7,0,0,42,23,0,M,Michel,Macedo
823,Paulo Oliveira,39,,Defender,19,0,0,5,0,2,0,7,1,1,0,0,30,15,1,P,Paulo,Oliveira
824,Ezequiel Munoz,39,,Defender,14,0,0,5,1,2,0,5,2,3,0,0,21,11,0,E,Ezequiel,Munoz
825,Diego Costa,39,,Forward,11,3,2,0,0,5,0,1,1,5,0,0,0,0,0,D,Diego,Costa
826,Ruben Sobrino,39,DEAL,Forward,11,2,0,0,0,4,0,13,11,5,0,0,0,0,0,R,Ruben,Sobrino
827,Antonio Luna,39,,Defender,17,0,1,4,0,3,0,10,1,1,0,0,26,12,0,A,Antonio,Luna
828,Mauro Dos Santos,39,,Defender,8,0,0,6,1,3,0,13,3,1,0,0,7,3,0,M,Mauro,Santos
829,Esteban Granero,39,RCDE,Midfielder,10,1,2,0,0,4,0,16,12,5,0,0,0,0,0,E,Esteban,Granero
830,Ivan Alejo,39,,Forward,12,1,3,0,0,3,0,10,4,11,0,0,0,0,0,I,Ivan,Alejo
831,Inigo Cordoba,39,ATBI,Forward,14,1,0,0,0,3,0,14,9,10,0,0,0,0,0,I,Inigo,Cordoba
832,Dani Castellano,39,LASP,Midfielder,18,0,2,0,0,4,0,5,1,4,0,0,0,0,0,D,Dani,Castellano
833,Philippe Coutinho,38,BARC,Midfielder,9,2,3,0,0,1,0,2,2,5,0,0,0,0,0,P,Philippe,Coutinho
834,Kevin Rodrigues,38,RESO,Midfielder,15,1,2,0,0,1,0,8,1,0,0,0,0,0,1,K,Kevin,Rodrigues
835,Nicola Sansone,38,VIAL,Forward,4,4,1,0,0,1,0,13,8,4,0,0,0,0,0,N,Nicola,Sansone
836,Victor Camarasa,38,BETI,Midfielder,13,1,0,0,0,2,0,14,9,12,0,0,0,0,0,V,Victor,Camarasa
837,Andreas Pereira,38,VALA,Midfielder,10,1,3,0,0,5,0,11,9,8,0,0,0,0,0,A,Andreas,Pereira
838,Keko,38,MALA,Midfielder,15,0,2,0,0,2,0,7,4,13,0,0,0,0,0,K,Keko,Keko
839,Javier Fuego,38,RCDE,Midfielder,22,0,0,0,0,7,0,3,1,8,0,0,0,0,0,J,Javier,Fuego
840,Vitolo,37,LASP,Midfielder,11,2,1,0,0,1,1,12,6,5,0,0,0,0,0,V,Vitolo,Vitolo
841,Thomas Vermaelen,37,BARC,Defender,9,0,1,4,1,2,0,8,2,1,0,0,8,2,0,T,Thomas,Vermaelen
842,Youssef En-Nesyri,37,MALA,Forward,11,2,0,0,0,2,0,10,9,2,0,1,0,0,0,Y,Youssef,En-Nesyri
843,Oscar De Marcos,37,ATBI,Midfielder,14,1,2,0,0,3,0,2,1,6,0,0,0,0,0,O,Oscar,Marcos
844,Ander Iturraspe,37,ATBI,Midfielder,17,0,0,0,0,5,0,10,8,5,0,0,0,0,0,A,Ander,Iturraspe
845,Mariano Barbosa,36,VIAL,Goalkeeper,12,0,0,5,0,0,0,17,1,0,0,0,17,9,0,M,Mariano,Barbosa
846,Jordi Amat,36,BETI,Defender,18,0,0,6,1,6,1,10,1,4,0,0,27,15,1,J,Jordi,Amat
847,Pedro Lopez,36,,Defender,14,0,0,3,1,2,0,14,2,5,0,0,18,6,0,P,Pedro,Lopez
848,Marc Bartra,36,BETI,Defender,10,0,0,6,0,3,0,0,0,1,0,0,9,5,0,M,Marc,Bartra
849,Iago Herrerin,35,ATBI,Goalkeeper,8,0,0,4,0,0,0,23,0,0,1,0,6,2,0,I,Iago,Herrerin
850,Guido Pizarro,35,SEVI,Midfielder,17,1,0,0,0,8,0,10,4,2,0,0,0,0,0,G,Guido,Pizarro
851,Leandro Chichizola,35,LASP,Goalkeeper,22,0,0,4,0,2,0,9,0,0,0,0,41,23,0,L,Leandro,Chichizola
852,Sidnei,35,RCDC,Defender,21,1,1,2,0,4,0,2,0,2,0,0,38,19,0,S,Sidnei,Sidnei
853,Raul Garcia,35,,Defender,14,0,0,4,1,1,0,13,2,0,0,0,23,12,0,R,Raul,Garcia
854,Omar Ramos,35,,Midfielder,15,0,1,0,0,2,0,4,4,12,0,0,0,0,0,O,Omar,Ramos
855,Gonzalo Escalante,35,,Defender,13,1,0,2,4,2,0,15,9,6,0,0,35,19,0,G,Gonzalo,Escalante
856,Ruben Perez,34,,Midfielder,22,0,0,0,0,12,0,4,2,4,0,0,0,0,0,R,Ruben,Perez
857,Burgui,34,DEAL,Forward,10,1,0,0,0,1,0,13,10,9,0,0,0,0,0,B,Burgui,Burgui
858,Daniele Bonera,34,VIAL,Defender,13,0,1,4,1,4,1,9,1,1,0,0,16,7,0,D,Daniele,Bonera
